Project Name,Promoter Name,Last Modified Date,Certificate,Certificate Date,Do you have any Past Experience ?,Pin Code,Office Number,Website URL,Project Status,Proposed Date of Completion,Revised Proposed Date of Completion,Litigations related to the project ?,Project Type,Are there any Co-Promoters (as defined by MahaRERA Order) in the project ?,Division,District,Taluka,Village,Pin Code,Area(In sqmts),Total Building Count,Aggregate area(In sqmts) of recreational open space,Built-up-Area as per Proposed FSI (In sqmts),Built-up-Area as per Approved FSI (In sqmts),TotalFSI,Bank Name,IFSC Code,Community Buildings Available,Community Buildings Percent,Number of Slab of Super Structure,Number of Open Parking,Number of Closed Parking,Carpet Area (in Sqmts),Excavation,X number of Slabs of Super Structure,"Installation of lifts, water pumps, Fire Fighting Fittings and Equipment as per CFO NOC, Electrical fittings to Common Areas, electro, mechanical equipment, Compliance to conditions of environment /CRZ NOC, Finishing to entrance lobby/s, plinth protection, paving of areas appurtenant to Building/Wing, Compound Wall and all other requirements as may be required to Obtain Occupation /Completion Certificate",Number of Apartment,Number of Booked Apartment,NOA(0-30),NOBA(0-30),NOA(31-45),NOBA(31-45),NOA(46-60),NOBA(46-60),NOA(61-90),NOBA(61-90),NOA(91-120),NOBA(91-120),NOA(121-150),NOBA(121-150),NOA(151-200),NOBA(151-200),NOA(>200),NOBA(>200),1RK,B1RK,1BHK,B1BHK,2BHK,B2BHK,3BHK,B3BHK,4BHK,B4BHK,5BHK & MORE,B5BHK & MORE,SHOP,BSHOP,BUNGLOW,BBUNGLOW,OFFICE,BOFFICE,OTHERS,BOTHERS,FORM 4,CONVEYANCE
DREAM HOUSE,M S CONSTRUCTION,11/06/2022,P51700032989,03/02/2022,No,421401,7977126926,,New Project,31/12/2025,,No,Residential,Yes,Konkan,Thane,Murbad,Murbad,421401,2500,1,250,2007.2,0,2007.2,ICICI BANK,ICIC0001490,NO,0,5,9,6,1761.99,0,0,,62,0,0,26,0,36,0,0,0,0,0,0,0,0,0,0,0,0,6,0,36,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,NO,NO
Riverwood Park Building No -1,Shree Khidkaleshwar Property Developers Pvt. Ltd.,06/03/2024,P51700032548,10/01/2022,No,400021,2269189494,,New Project,31/12/2025,,No,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),421204,2274.62,1,0,10829.99,0,10829.99,ICICI Bank,ICIC0000004,NO,0,22,123,60,7459.5,100,2,,170,77,0,0,58,82,19,88,0,0,0,0,0,0,0,0,0,0,0,0,82,58,88,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
Aarti Heights,Shaneshwar Builders & Developers,05/01/2024,P51700029191,03/05/2021,No,421306,9860168670,,New Project,31/05/2025,,No,Others,No,Konkan,Thane,Ambarnath,Chinchpada,421306,1800,2,0,1708.84,0,1708.84,The Kalyan Janata Sahakari Bank Ltd,KJSB0000023,NO,0,7,0,2,2226.5,0,0,,55,0,0,6,0,46,0,1,0,0,0,0,0,0,0,0,0,2,0,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,NO,NO
BHOOMI AVENUE,BHOOMI ENTERPRISES,05/10/2023,P51700029068,23/04/2021,No,421501,2512706867,,New Project,31/08/2023,,No,Residential,No,Konkan,Thane,Ambarnath,Ambarnath (R),421501,427.7,1,0,1365.34,0,1365.34,CENTRAL BANK OF INDIA,CBIN0283672,NO,0,10,0,1,1105.33,100,100,,28,18,0,0,12,14,6,14,0,0,0,0,0,0,0,0,0,0,0,0,14,12,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
NUTAN OMKAR VIHAR,OMKAR ENTERPRISES,07/07/2023,P51700029564,04/06/2021,No,421503,8600143308,,New Project,31/08/2022,,No,Others,No,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421503,363.89,1,0,1086.21,0,1086.21,IDBI BANK,IBKL0000661,NO,0,7,9,1,8710.66,100,85,,26,23,0,0,0,0,0,0,8,8,0,0,0,0,0,0,15,18,0,0,15,15,0,0,0,0,0,0,0,0,8,8,0,0,3,0,0,0,YES,NO
Panvelkar Daffodil - R2,AMEYA DEVELOPERS,19/04/2024,P51700033104,09/02/2022,No,421501,2512600031,,New Project,31/12/2025,,No,Residential,Yes,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421501,2156.44,1,0,2156.44,0,2156.44,Dombivali Nagrik Sahakari Bank,DNSB0000007,NO,0,7,0,0,1572.54,100,25,,47,31,23,28,1,11,7,8,0,0,0,0,0,0,0,0,0,0,0,0,39,24,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
SAI ANAND PLAZA,SHREE SAI DEVELOPERS,03/02/2022,P51700033362,16/02/2022,No,401107,9022883766,,New Project,31/12/2023,,No,Others,Yes,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107,617.85,1,0,3021.03,0,3021.03,BANK OF BARODA,BARB0DBBHAW,NO,0,10,0,1,617.85,65,65,,9,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
Biroba Darshan,JAY SADGURU BIROBA MAHARAJ DEVELOPERS,08/02/2022,P51700033106,09/02/2022,No,421201,2512856983,,New Project,31/12/2024,,No,Others,Yes,Konkan,Thane,Kalyan,Mangaon,421201,2630,2,0,4375.09,0,4375.09,BANK OF BARODA,BARB0VJDOME,NO,0,6,1,0,34136,0,0,,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,36,0,22,0,14,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,NO,NO
DREAM RESIDENCY,MANOJ  JAGWANI,03/07/2023,P51700033332,16/02/2022,No,421004,2512712761,,New Project,30/12/2022,,No,Commercial,No,Konkan,Thane,Ulhasnagar,Ulhasnagar (M Corp.),421004,209.03,1,0,535.1,0,535.1,BANK OF INDIA,BKID0000073,NO,0,7,0,0,570.72,100,70,,12,5,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,12,5,YES,NO
SAI PALACE,VARDHAMAN DEVELOPERS,08/02/2024,P51700033001,03/02/2022,No,421601,26562323232,,New Project,31/10/2026,,No,Residential,Yes,Konkan,Thane,Shahapur,Shahapur (CT),421601,1178.3,1,0,2638.63,0,2638.63,BANK OF MAHARASHTRA,MAHB0000359,NO,0,8,0,46,2017.94,100,10,,44,22,0,0,10,24,10,14,2,6,0,0,0,0,0,0,0,0,0,0,24,10,14,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
FATIMA HEIGHTS,LFKA BUILDERS AND DEVELOPERS,26/03/2024,P51700032965,02/02/2022,No,421301,2512212786,,New Project,30/06/2024,,No,Residential,No,Konkan,Thane,Kalyan,Kalyan-Dombivali (M Corp.),421301,220.8,1,0,584.99,0,584.99,AXIS BANK LTD,UTIB0000574,NO,0,8,22,0,414.26,80,20,,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
Empire Industrial Centrum Phase-IV,Empire Industries Limited,19/03/2024,P51700025202,23/03/2020,No,400013,2266555419,www.empiremumbai.com,New Project,30/03/2025,,No,Industrial,No,Konkan,Thane,Ambarnath,Ambarnath (R),421505,113121.6,1,11312.14,15334.59,0,15334.59,Bank of Baroda,BARB0AMBARN,NO,0,4,85,0,11434.69,0,5,,305,119,114,201,1,1,2,95,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,119,YES,NO
ANAND DHAM,VHS Developers,18/05/2023,P51700026530,30/09/2020,No,421301,2512317910,,New Project,30/09/2023,,No,Residential,No,Konkan,Thane,Kalyan,DOMBIVLI,421201,470.2,1,0,646.12,300,946.12,AXIS BANK LTD,UTIB0003391,NO,0,8,6,0,782.81,100,0,,28,9,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
BALAJI HEIGHTS,M/s Tirupati Developers,11/02/2022,P51700027019,10/11/2020,No,421201,9821188111,,New Project,30/06/2025,,Yes,Residential,No,Konkan,Thane,Kalyan,DOMBIVLI,421201,1604.06,1,0,1585.46,1680.02,3265.48,SHAMRAO VITHAL CO - OP BANK LTD,SVCB0007011,NO,0,9,0,0,2944.12,0,0,,53,0,0,12,0,16,0,0,0,19,0,6,0,0,0,0,0,0,0,0,0,0,16,0,2,0,0,0,0,0,11,0,0,0,24,0,0,0,NO,NO
SHREENEIL NISARG,SHREENEIL DEVELOPERS,31/01/2022,P51700025391,15/05/2020,No,421503,9763940316,,New Project,30/04/2024,,No,Residential,Yes,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,835.28,2,0,1839,0,1839,UNION BANK OF INDIA,UBIN0556921,NO,0,2,0,0,1214.85,100,40,,35,19,13,16,6,18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,23,15,10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NO,NO
Provident Palmvista B2,Provident Housing Limited,16/10/2023,P51700025839,20/07/2020,Yes,560042,8043439793,,New Project,30/06/2028,,No,Residential,Yes,Konkan,Thane,Thane,Thane (M Corp.),421204,417,1,3063,10050.88,0,10050.88,Indusind Bank,INDB0000008,YES,0,31,0,1,5985.72,15,0,,182,19,0,6,19,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,19,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,NO,NO
Deep Jyot,Deep Realtors,27/12/2023,P51700025644,01/07/2020,No,421503,7350526700,,New Project,30/06/2023,,No,Residential,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,470,1,0,562.34,0,562.34,DOMBIVLI NAGARI SAHAKARI BANK LTD,DNSB0000012,NO,0,5,0,0,439,100,100,,14,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
Lodha iThink B,Macrotech Developers Limited,25/01/2024,P51700025627,01/07/2020,Yes,400001,2261334761,www.lodhagroup.com,New Project,28/02/2022,,Yes,Commercial,No,Konkan,Thane,Kalyan,nelje,421204,4430.85,1,2867.15,10439.7,1043.97,11483.67,HDFC Bank,HDFC0000501,NO,0,6,0,0,8292.54,100,100,,217,108,74,120,26,73,7,12,0,0,0,0,0,0,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,108,0,0,YES,NO
N G OCEAN PEARL PHASE I,RNA Builders (NG),13/12/2022,P51700032694,24/01/2022,Yes,400023,2266236300,www.rnaexperience.com,New Project,31/12/2024,,No,Residential,No,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107,1745,1,0,1671.84,0,1671.84,Kotak Mahindra Bank,KKBK0000957,NO,0,11,0,4,1546.22,100,15,,45,0,0,6,0,29,0,10,0,0,0,0,0,0,0,0,0,0,0,0,29,0,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,NO,NO
ASMITA GRAND MAISON,ASMITA INDIA LIMITED,08/04/2024,P51700033489,22/02/2022,No,401107,2228111185,,New Project,31/12/2026,,No,Residential,Yes,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107,5536.53,2,1094.14,32392.58,0,32392.58,HDFC BANK LTD,HDFC0000358,NO,0,34,38,183,24172.84,100,0,,434,227,0,0,0,14,100,204,127,216,0,0,0,0,0,0,0,0,0,0,204,100,216,127,0,0,0,0,0,0,7,0,0,0,7,0,0,0,NO,NO
SEASONS HARMONY,Shree Sai Developers,01/02/2024,P51700034223,25/03/2022,No,421301,9322290888,,New Project,31/03/2025,,No,Others,Yes,Konkan,Thane,Kalyan,Gandhare,421301,560,1,0,0,2683.12,2683.12,Axis Bank Ltd,UTIB0001153,NO,0,9,0,0,1421.07,100,100,,34,8,0,9,6,9,2,16,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,2,0,0,0,0,0,0,0,0,0,0,11,0,0,0,NO,NO
PARASMANI PARK CHS,SANDEEP DAJI LAKADE,26/03/2022,P51700034248,30/03/2022,No,421501,2512600885,,New Project,30/01/2024,,No,Others,Yes,Konkan,Thane,Ambarnath,Ambarnath (R),421501,474,1,0,997.77,0,997.77,UNION BANK OF INDIA,UBIN0911372,NO,0,5,0,0,655.78,0,0,,19,0,0,3,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,NO,NO
YOGI BELLEZA,YOGI DEVELOPERS,27/04/2024,P51700034700,20/04/2022,No,421302,2148238223,,New Project,31/12/2027,,Yes,Others,Yes,Konkan,Thane,Thane,,421302,9330,2,1668.6,16766.52,11482.95,28249.47,HDFC BANK,HDFC0001805,NO,0,15,65,32,18535.83,50,2.5,,492,167,15,39,112,312,40,139,0,2,0,0,0,0,0,0,0,0,0,0,312,112,129,39,0,0,0,0,0,0,25,15,0,0,26,1,0,0,NO,NO
OSIANS GARDEN - PHASE-II,GLACIER DWELLINGS LLP,20/09/2023,P51700035070,04/05/2022,No,421302,9960746062,,New Project,31/12/2028,,No,Residential,No,Konkan,Thane,Bhiwandi,Bhiwandi (M Corp.),421302,18899.87,5,0,53069,11429.01,64498.01,BHARAT CO OPERATIVE BANK MUMBAI LTD,BCBM0000027,NO,0,25,0,12,40779.37,0,0,,716,0,0,23,0,161,0,178,0,354,0,0,0,0,0,0,0,0,5,0,202,0,269,0,218,0,0,0,0,0,22,0,0,0,0,0,0,0,NO,NO
Bhagwati Celeste,Sagar Homes,14/03/2024,P51700034475,11/04/2022,No,421201,2512452928,,New Project,31/03/2027,,No,Others,Yes,Konkan,Thane,Kalyan,DOMBIVLI,421201,3531.7,4,0,4306,0,4306,Axis Bank Ltd,UTIB0001342,NO,0,11,0,1,4632.24,0,0,,166,29,28,131,1,35,0,0,0,0,0,0,0,0,0,0,0,0,30,18,89,5,35,1,0,0,0,0,0,0,11,5,0,0,0,0,1,0,NO,NO
SAI SAHARA,Dipak Bistu Kar,17/01/2023,P51700048897,24/01/2023,No,400614,227716862,,New Project,31/07/2024,,No,Residential,Yes,Konkan,Thane,Thane,Navi Mumbai (M Corp.),410206,199.92,1,0,0,299,299,Axis Bank,UTIB0000861,NO,0,5,0,3,3362.44,12,50,,14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,8,4,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,NO,NO
SHIVALAYA COMPLEX PH 2 WING B,M/s Balaji group of companies,24/04/2024,P51700045202,10/05/2022,No,421306,8097087382,,New Project,31/12/2022,,No,Residential,Yes,Konkan,Thane,Kalyan,NETIVALI,421306,683.23,1,0,1614.6,0,1614.6,karnataka bank ltd,karb0000427,NO,0,7,15,0,987.98,90,80,,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
KISAN VIHAR,VINOD BUILDER,14/08/2023,P51700030018,26/07/2021,No,421202,9820424363,,New Project,01/02/2025,,No,Residential,No,Konkan,Thane,Kalyan,DOMBIVLI,421202,1000,1,0,975.32,0,975.32,AXIS BANK,UTIB0003580,NO,0,8,0,1,1486.72,100,100,,32,26,0,0,12,16,14,16,0,0,0,0,0,0,0,0,0,0,0,0,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
SUNRISE VAKRATUND,SUNRISE DEVELOPERS,01/11/2023,P51700030619,08/09/2021,No,421201,2512474991,,New Project,31/08/2023,,No,Others,Yes,Konkan,Thane,Kalyan,Mangaon,421203,550,1,0,966.9,0,966.9,UNION BANK OF INDIA,UBIN0557625,NO,0,6,0,8,755.39,100,50,,29,16,7,14,9,15,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,9,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,NO,NO
VED PARADISE,KULKARNI AND ASSOCIATES,26/11/2023,P51700029988,20/07/2021,No,421501,0,,New Project,31/12/2024,,No,Residential,Yes,Konkan,Thane,Ambarnath,Ambarnath (R),421501,804.4,1,0,1967.69,0,1967.69,BANK OF BARODA,BARB0AMBEAS,NO,0,9,0,0,1491.22,100,100,,44,0,0,15,0,19,0,10,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,YES,NO
SAI BALAJI COMPLEX,SAI BALAJI COMPLEX,23/08/2021,P51700030544,30/08/2021,No,421401,8879678910,,New Project,31/07/2024,,No,Residential,Yes,Konkan,Thane,Murbad,Murbad,421401,345,1,0,768.59,715.31,1483.9,THE KALYAN JANATA SAHAKARI BANK LTD,KJSB0000202,NO,0,5,0,1,480.93,0,0,,16,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,NO,NO
Sai Pearl,M/S MITRA REALITY,02/01/2024,P51700030340,17/08/2021,No,421503,8888110044,,New Project,31/12/2025,,No,Others,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,2050,2,0,6738.68,0,6738.68,HDFC Bank,HDFC0001806,YES,0,2,0,0,5302.03,0,0,,88,32,0,8,0,0,12,27,20,49,0,4,0,0,0,0,0,0,0,0,27,12,49,20,0,0,0,0,0,0,8,0,0,0,0,0,80,32,NO,NO
VRINDAVAN RESIDENCY,AKASH DEVELOPERS,17/05/2023,P51700033877,14/03/2022,No,421302,9511821127,,New Project,31/03/2025,,No,Residential,No,Konkan,Thane,Bhiwandi,Bhiwandi (M Corp.),421302,576,1,0,2297.25,7.25,2304.5,ICICI BANK LTD,ICIC0001493,NO,0,7,5,1,1755.6,80,0,,48,0,0,8,0,32,0,8,0,0,0,0,0,0,0,0,0,0,8,0,32,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
SAI TIRTH PHASE II,PINNACLE CORPORATION,05/04/2024,P51700034566,11/04/2022,Yes,421503,7083397190,,New Project,31/03/2025,,No,Residential,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,2230,2,0,0,1733.32,1733.32,KOTAK MAHINDRA BANK,KKBK0001349,YES,0,7,0,0,1342.98,100,75,,48,39,16,24,23,24,0,0,0,0,0,0,0,0,0,0,0,0,24,16,18,18,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
Lodha Miraroad Tower - 1 and Tower - 2,MACROTECH DEVELOPERS LIMITED,26/04/2024,P51700034071,24/03/2022,No,400001,2261334251,www.lodhagroup.com,New Project,31/03/2026,,No,Residential,No,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107,2890,2,1886,30443,3044,33487,Bank of Baroda,BARB0CFSBAL,YES,0,32,10,180,21249.01,100,8,,372,297,0,0,0,0,238,305,59,67,0,0,0,0,0,0,0,0,0,0,0,0,336,267,36,30,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
CENTER ONE,MURA REALTY LLP,11/02/2023,P51700034376,04/04/2022,No,421302,9320033022,,New Project,31/12/2026,,No,Mixed (Plots & Buildings),No,Konkan,Thane,Bhiwandi,Bhiwandi (M Corp.),421302,3756,1,0,6320,7393,13713,ICICI BANK,ICIC0001488,NO,0,29,0,29,9375.01,0,0,,91,0,0,24,0,7,0,9,0,4,0,1,0,19,0,17,0,10,0,0,0,0,0,0,21,0,21,0,0,0,49,0,0,0,0,0,0,0,NO,NO
AYESHA GARDEN A WING,AZKA BUILDERS AND DEVELOPERS,02/03/2024,P51700033816,08/03/2022,No,421301,22982163779,azkabuilder.com,New Project,31/12/2024,,No,Residential,Yes,Konkan,Thane,Kalyan,Kalyan-Dombivali (M Corp.),421301,1643,1,0,4350,0,4350,IDBI BANK,IBKL0000456,NO,0,0,0,0,607.8,0,0,,24,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,YES
The Palace Tower C,JP Infra Realty Private Limited,30/04/2024,P51700033431,22/02/2022,No,400093,2242415678,www.jpinfra.com,New Project,31/12/2028,,Yes,Others,No,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107,10223.13,1,0,36245.19,13754.81,50000,HDFC BANK,HDFC0000321,NO,0,40,0,149,29330.71,100,13,,569,295,23,31,49,91,215,411,8,36,0,0,0,0,0,0,0,0,0,0,65,31,409,213,36,8,0,0,0,0,59,43,0,0,0,0,0,0,NO,NO
AMRESHWAR CO-OPERATIVE HOUSING SOCIETY LIMITED,SPG BUILDERS AND DEVELOPERS,22/04/2024,P51700033708,02/03/2022,Yes,421501,7448249183,,New Project,30/06/2024,,No,Residential,Yes,Konkan,Thane,Ambarnath,Ambarnath (R),421501,602.2,1,0,2018.32,0,2018.32,IDBI BANK,IBKL0000457,NO,0,8,0,5,1264.2,100,30,,42,16,6,21,10,21,0,0,0,0,0,0,0,0,0,0,0,0,7,2,21,10,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
CRYSTAL CORNER,ADISHWAR ENTERPRISES,05/04/2022,P51700034562,11/04/2022,No,400602,2223456789,,New Project,31/12/2024,,No,Residential,No,Konkan,Thane,Thane,Thane (M Corp.),400602,685.62,1,0,1893.9,0,1893.9,BANK OF BARODA,BARB0THANAX,NO,0,8,16,0,1649.88,0,0,,38,0,0,15,0,8,0,1,0,14,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,9,0,0,0,4,0,7,0,NO,NO
AL AMIN TOWER,S V BUILDERS,18/03/2021,P51700028707,25/03/2021,No,421302,1234567890,,New Project,30/06/2023,,No,Residential,Yes,Konkan,Thane,Bhiwandi,Bhiwandi (M Corp.),421302,795.86,1,0,899.56,0,899.56,HDFC BANK,HDFC0000733,NO,0,4,0,12,26077.14,8,0,,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,33,0,0,22,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
Kailash Darshan CHS LTD,Yadav Bros Construction,07/11/2023,P51700028842,05/04/2021,No,421501,2222222222,,New Project,30/06/2023,,No,Residential,Yes,Konkan,Thane,Ambarnath,Ambarnath(M Cl),421501,1353.4,2,0,1826.47,819,2645.47,INDIAN BANK,IDIB000A600,NO,0,5,4,1,2599.35,100,100,,59,59,0,0,33,33,26,26,0,0,0,0,0,0,0,0,0,0,0,0,33,33,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
KHATUNBI APARTMENT,JILANI  GORE,29/04/2024,P51700028903,07/04/2021,No,421503,2517709556,,New Project,30/06/2024,,No,Residential,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,980,1,980,901.46,0,901.46,HDFC BANK,HDFC0001806,NO,0,5,0,1,721.13,100,100,,24,15,5,9,6,11,4,4,0,0,0,0,0,0,0,0,0,0,2,2,14,7,4,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,NO,NO
Sector 2A - Wing B,Eversmile Properties Private Limited,20/04/2024,P51700028685,25/03/2021,No,401104,2230645000,,New Project,30/12/2027,,Yes,Residential,No,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107,833.08,1,0,20496.58,1725.48,22222.06,HDFC Bank Ltd,HDFC0000060,NO,0,34,0,231,14152.92,100,17,,227,182,0,0,0,0,118,161,64,66,0,0,0,0,0,0,0,0,0,0,0,0,161,118,66,64,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
SNEHANCHAL,SWAMINI INFRA PVT LTD,29/04/2024,P51700034295,30/03/2022,No,421503,2512692812,,New Project,31/12/2025,,No,Residential,Yes,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,1198.15,1,0,3251.95,0,3251.95,KOTAK BANK,KKBK0001349,NO,0,8,0,0,2931.07,100,75,,67,50,0,0,22,32,28,35,0,0,0,0,0,0,0,0,0,0,0,0,32,22,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YES,NO
SEASONS SAFFRON,SEASONS SAI DEVELOPERS,23/04/2024,P51700034231,25/03/2022,No,421301,9022666888,,New Project,31/12/2026,,No,Others,Yes,Konkan,Thane,Kalyan,Kalyan-Dombivali (M Corp.),421301,2430,2,0,6909.39,2290.61,9200,AXIS BANK LTD,UTIB0001153,NO,0,19,0,44,4674.98,50,35,,117,53,4,14,30,66,19,34,0,3,0,0,0,0,0,0,0,0,0,0,66,30,34,19,3,0,0,0,0,0,14,4,0,0,0,0,0,0,NO,NO
PARADISE ENCLAVE,Omkar Shashikant Dahotre,23/02/2024,P51700048193,15/12/2022,No,421201,93230388999,,New Project,30/06/2025,,No,Residential,Yes,Konkan,Thane,Kalyan,DOMBIVLI,421201,350,1,0,787.92,600,1387.92,HDFC Bank,HDFC0000175,NO,0,6,20,18,633.93,100,60,,9,4,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
Riviera - Building No.2,Shreeram Builders,27/04/2024,P51700046447,28/07/2022,No,400601,2227537305,www.mehtagroup.net.in,New Project,30/09/2025,,No,Others,No,Konkan,Thane,Thane,Thane (M Corp.),400605,653.5,1,0,1511.68,0,1511.68,HDFC Bank,HDFC0000146,NO,0,8,23,13,1142.34,100,85,,35,28,13,16,9,12,6,6,0,1,0,0,0,0,0,0,0,0,6,5,18,15,0,0,0,0,0,0,0,0,8,8,0,0,3,0,0,0,NO,NO
WINSTONE BUILDING TYPE - E,PNK Construction,01/03/2024,P51700046957,26/09/2022,No,401107,2228131354,,New Project,31/12/2026,,No,Residential,No,Konkan,Thane,Thane,Mira-Bhayandar (M Corp.),401107,8400,1,1311.42,10204.97,3389.61,13594.58,BASSEIN CATHOLIC COOP BANK,BACB0000014,NO,0,30,96,36,3571.1,100,3,,115,13,0,0,13,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
Dashmesh Empire,Dashmesh Infrastructure,17/04/2024,P51700046663,26/08/2022,Yes,421003,2512703665,,New Project,30/06/2027,,No,Others,No,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,2430,1,0,7171.32,0,7171.32,HDFC BANK,HDFC0000815,YES,0,14,187,1,5188.02,100,100,,139,37,0,5,24,96,13,36,0,2,0,0,0,0,0,0,0,0,0,0,94,24,38,13,0,0,0,0,0,0,5,0,0,0,2,0,0,0,NO,NO
GREEN SQUARE,SQUAREFEET ENTERPRISES,30/04/2024,P51700046932,20/09/2022,No,400607,2225452903,,New Project,31/12/2027,,Yes,Residential,Yes,Konkan,Thane,Thane,Thane (M Corp.),400607,410.17,1,0,9082.51,0,9082.51,AXIS BANK,UTIB0001963,NO,0,22,0,0,6409.44,0,0,,217,74,74,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NO,NO
SHIVSHAKTI OASIS,SHIVSHAKTI GENESIS,24/04/2024,P51700046768,05/09/2022,No,400607,2270210041,,New Project,31/12/2026,,No,Others,Yes,Konkan,Thane,Ambarnath,Badlapur (M Cl),421503,4790,1,479,8037,0,8037,KOTAK MAHINDRA BANK,KKBK0000656,NO,0,12,0,52,4576.92,100,70,,121,26,0,1,22,100,4,20,0,0,0,0,0,0,0,0,0,0,0,0,77,19,42,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,NO,NO
